id,code,path,sequencelength,classid,classname,region,mode
9101371,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9101371.csv,58,18, Peas,Adams,train
15907524,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15907524.csv,38,15, Rice,Coahoma,train
29302427,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29302427.csv,82,17, Sorghum,Harvey,train
15908300,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15908300.csv,39,15, Rice,Coahoma,train
14201942,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14201942.csv,39,1, Soybeans,Coahoma,train
17504355,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\17504355.csv,37,5, Cotton,Coahoma,train
32500817,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32500817.csv,85,13, Dbl Crop WinWht/Soybeans,Harvey,train
47701361,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\47701361.csv,51,12, Deciduous Forest,Randolph,train
6309917,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\6309917.csv,52,1, Soybeans,Adams,train
19708742,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19708742.csv,65,7, Evergreen Forest,Garfield,train
25705579,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\25705579.csv,70,10, Canola,Garfield,train
11901686,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11901686.csv,35,15, Rice,Coahoma,train
7903965,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7903965.csv,63,0, Grass/Pasture,Adams,train
11812702,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11812702.csv,38,1, Soybeans,Coahoma,train
7903371,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7903371.csv,61,0, Grass/Pasture,Adams,train
14107247,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14107247.csv,37,6, Woody Wetlands,Coahoma,train
28600724,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\28600724.csv,43,2, Corn,Harvey,train
8402795,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8402795.csv,60,8, Shrubland,Adams,train
15908416,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15908416.csv,40,15, Rice,Coahoma,train
11003864,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\11003864.csv,61,4, Spring Wheat,Adams,train
12600375,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\12600375.csv,35,5, Cotton,Coahoma,train
7905495,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7905495.csv,60,14, Alfalfa,Adams,train
29702216,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29702216.csv,45,13, Dbl Crop WinWht/Soybeans,Harvey,train
28803386,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\28803386.csv,45,1, Soybeans,Harvey,train
10905444,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10905444.csv,60,11, Sunflower,Adams,train
7101085,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7101085.csv,63,18, Peas,Adams,train
28206076,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\28206076.csv,77,17, Sorghum,Harvey,train
28900553,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\28900553.csv,46,2, Corn,Harvey,train
25301174,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\25301174.csv,78,14, Alfalfa,Garfield,train
32403248,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32403248.csv,80,13, Dbl Crop WinWht/Soybeans,Harvey,train
8304669,22,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8304669.csv,58,19, Durum Wheat,Adams,train
28906053,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\28906053.csv,46,13, Dbl Crop WinWht/Soybeans,Harvey,train
5901994,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\5901994.csv,59,18, Peas,Adams,train
27504548,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\27504548.csv,55,14, Alfalfa,Harvey,train
33400940,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\33400940.csv,44,8, Shrubland,Haskell,train
26700708,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\26700708.csv,77,20,Other,Garfield,train
23103912,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23103912.csv,65,18, Peas,Garfield,train
45802296,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\45802296.csv,27,12, Deciduous Forest,Randolph,train
15908430,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15908430.csv,40,15, Rice,Coahoma,train
29303194,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29303194.csv,83,12, Deciduous Forest,Harvey,train
26903567,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\26903567.csv,77,20,Other,Garfield,train
9302477,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9302477.csv,64,2, Corn,Adams,train
24708663,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\24708663.csv,76,9, Fallow/Idle Cropland,Garfield,train
24106190,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\24106190.csv,66,3, Winter Wheat,Garfield,train
13804657,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13804657.csv,38,6, Woody Wetlands,Coahoma,train
19703664,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19703664.csv,61,7, Evergreen Forest,Garfield,train
7805467,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7805467.csv,59,2, Corn,Adams,train
31407128,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31407128.csv,87,13, Dbl Crop WinWht/Soybeans,Harvey,train
7701988,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7701988.csv,60,10, Canola,Adams,train
10605278,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10605278.csv,59,10, Canola,Adams,train
7107344,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7107344.csv,60,4, Spring Wheat,Adams,train
24901134,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\24901134.csv,72,9, Fallow/Idle Cropland,Garfield,train
16601733,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16601733.csv,39,5, Cotton,Coahoma,train
30900591,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\30900591.csv,44,13, Dbl Crop WinWht/Soybeans,Harvey,train
47203824,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\47203824.csv,31,12, Deciduous Forest,Randolph,train
9900888,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9900888.csv,59,18, Peas,Adams,train
12403975,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\12403975.csv,39,1, Soybeans,Coahoma,train
31306189,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31306189.csv,80,13, Dbl Crop WinWht/Soybeans,Harvey,train
29705057,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29705057.csv,45,1, Soybeans,Harvey,train
46901006,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\46901006.csv,52,1, Soybeans,Randolph,train
13909394,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13909394.csv,40,6, Woody Wetlands,Coahoma,train
45610144,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\45610144.csv,55,12, Deciduous Forest,Randolph,train
32400330,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32400330.csv,83,17, Sorghum,Harvey,train
43805856,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\43805856.csv,24,12, Deciduous Forest,Randolph,train
30108531,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\30108531.csv,82,0, Grass/Pasture,Harvey,train
23101111,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23101111.csv,67,3, Winter Wheat,Garfield,train
2803875,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2803875.csv,60,11, Sunflower,Adams,train
38502729,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\38502729.csv,43,17, Sorghum,Haskell,train
11900155,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11900155.csv,36,15, Rice,Coahoma,train
6311105,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\6311105.csv,52,2, Corn,Adams,train
23103735,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23103735.csv,66,18, Peas,Garfield,train
7200702,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7200702.csv,61,10, Canola,Adams,train
20005841,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\20005841.csv,64,7, Evergreen Forest,Garfield,train
30901964,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\30901964.csv,44,2, Corn,Harvey,train
29003615,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29003615.csv,83,13, Dbl Crop WinWht/Soybeans,Harvey,train
25604290,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\25604290.csv,80,4, Spring Wheat,Garfield,train
23103523,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23103523.csv,67,18, Peas,Garfield,train
13806859,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13806859.csv,41,6, Woody Wetlands,Coahoma,train
2812427,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2812427.csv,56,4, Spring Wheat,Adams,train
20801905,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\20801905.csv,69,0, Grass/Pasture,Garfield,train
27005984,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\27005984.csv,79,17, Sorghum,Harvey,train
31503094,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31503094.csv,82,13, Dbl Crop WinWht/Soybeans,Harvey,train
19610939,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19610939.csv,63,7, Evergreen Forest,Garfield,train
14008051,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14008051.csv,37,5, Cotton,Coahoma,train
10907794,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10907794.csv,62,11, Sunflower,Adams,train
14805396,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14805396.csv,38,6, Woody Wetlands,Coahoma,train
5704942,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\5704942.csv,54,4, Spring Wheat,Adams,train
14009430,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14009430.csv,41,2, Corn,Coahoma,train
15908065,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15908065.csv,40,15, Rice,Coahoma,train
23200674,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23200674.csv,69,0, Grass/Pasture,Garfield,train
45005659,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\45005659.csv,57,2, Corn,Randolph,train
9102065,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9102065.csv,54,18, Peas,Adams,train
1508984,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\1508984.csv,53,20,Other,Adams,train
13910341,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13910341.csv,40,6, Woody Wetlands,Coahoma,train
23007285,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23007285.csv,69,3, Winter Wheat,Garfield,train
26902763,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\26902763.csv,77,0, Grass/Pasture,Garfield,train
29200680,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29200680.csv,83,14, Alfalfa,Harvey,train
31501315,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31501315.csv,83,2, Corn,Harvey,train
21703498,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\21703498.csv,71,3, Winter Wheat,Garfield,train
4500383,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\4500383.csv,56,11, Sunflower,Adams,train
25702847,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\25702847.csv,72,4, Spring Wheat,Garfield,train
10901865,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10901865.csv,57,10, Canola,Adams,train
11903759,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11903759.csv,35,15, Rice,Coahoma,train
44502026,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\44502026.csv,28,9, Fallow/Idle Cropland,Randolph,train
30904971,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\30904971.csv,46,13, Dbl Crop WinWht/Soybeans,Harvey,train
20902256,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\20902256.csv,68,0, Grass/Pasture,Garfield,train
19410269,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19410269.csv,61,7, Evergreen Forest,Garfield,train
32200085,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32200085.csv,83,3, Winter Wheat,Harvey,train
12605988,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\12605988.csv,37,2, Corn,Coahoma,train
6600344,22,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\6600344.csv,58,19, Durum Wheat,Adams,train
9100510,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9100510.csv,57,18, Peas,Adams,train
18701735,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\18701735.csv,39,16, Other Hay/Non Alfalfa,Coahoma,train
14001395,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14001395.csv,38,6, Woody Wetlands,Coahoma,train
22900072,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\22900072.csv,73,9, Fallow/Idle Cropland,Garfield,train
7000582,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7000582.csv,66,11, Sunflower,Adams,train
12702002,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\12702002.csv,39,6, Woody Wetlands,Coahoma,train
32503936,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32503936.csv,87,12, Deciduous Forest,Harvey,train
27504315,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\27504315.csv,53,13, Dbl Crop WinWht/Soybeans,Harvey,train
32105968,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32105968.csv,88,2, Corn,Harvey,train
46103620,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\46103620.csv,52,2, Corn,Randolph,train
27004901,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\27004901.csv,83,14, Alfalfa,Harvey,train
18703636,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\18703636.csv,38,16, Other Hay/Non Alfalfa,Coahoma,train
22301452,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\22301452.csv,69,9, Fallow/Idle Cropland,Garfield,train
43803891,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\43803891.csv,29,12, Deciduous Forest,Randolph,train
33902171,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\33902171.csv,88,8, Shrubland,Haskell,train
35706427,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\35706427.csv,81,20,Other,Haskell,train
16804523,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16804523.csv,34,5, Cotton,Coahoma,train
46000494,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\46000494.csv,34,2, Corn,Randolph,train
33401391,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\33401391.csv,44,9, Fallow/Idle Cropland,Haskell,train
31305236,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31305236.csv,81,13, Dbl Crop WinWht/Soybeans,Harvey,train
18109885,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\18109885.csv,35,5, Cotton,Coahoma,train
2104345,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2104345.csv,62,4, Spring Wheat,Adams,train
32403473,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32403473.csv,82,13, Dbl Crop WinWht/Soybeans,Harvey,train
19606202,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19606202.csv,65,7, Evergreen Forest,Garfield,train
2201540,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2201540.csv,60,20,Other,Adams,train
47700786,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\47700786.csv,52,12, Deciduous Forest,Randolph,train
7108295,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7108295.csv,60,4, Spring Wheat,Adams,train
23103906,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23103906.csv,64,18, Peas,Garfield,train
47304212,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\47304212.csv,28,1, Soybeans,Randolph,train
24405748,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\24405748.csv,76,3, Winter Wheat,Garfield,train
34900394,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\34900394.csv,82,8, Shrubland,Haskell,train
22902540,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\22902540.csv,72,9, Fallow/Idle Cropland,Garfield,train
5905799,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\5905799.csv,61,18, Peas,Adams,train
14811801,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14811801.csv,40,6, Woody Wetlands,Coahoma,train
20002124,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\20002124.csv,65,7, Evergreen Forest,Garfield,train
8205078,22,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8205078.csv,59,19, Durum Wheat,Adams,train
16516041,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16516041.csv,37,15, Rice,Coahoma,train
42803962,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\42803962.csv,84,3, Winter Wheat,Haskell,train
42302404,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\42302404.csv,44,17, Sorghum,Haskell,train
16517025,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16517025.csv,36,20,Other,Coahoma,train
32201299,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32201299.csv,79,13, Dbl Crop WinWht/Soybeans,Harvey,train
14700297,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14700297.csv,39,6, Woody Wetlands,Coahoma,train
10904574,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10904574.csv,57,10, Canola,Adams,train
25100868,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\25100868.csv,74,20,Other,Garfield,train
1500589,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\1500589.csv,53,11, Sunflower,Adams,train
33901098,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\33901098.csv,84,8, Shrubland,Haskell,train
44304781,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\44304781.csv,57,12, Deciduous Forest,Randolph,train
12901662,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\12901662.csv,41,6, Woody Wetlands,Coahoma,train
8304756,22,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8304756.csv,58,19, Durum Wheat,Adams,train
31304598,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31304598.csv,79,13, Dbl Crop WinWht/Soybeans,Harvey,train
5501750,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\5501750.csv,60,14, Alfalfa,Adams,train
11902785,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11902785.csv,36,15, Rice,Coahoma,train
31002357,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31002357.csv,82,1, Soybeans,Harvey,train
16517547,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16517547.csv,37,6, Woody Wetlands,Coahoma,train
3704784,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\3704784.csv,62,14, Alfalfa,Adams,train
15908698,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15908698.csv,40,15, Rice,Coahoma,train
43402714,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\43402714.csv,56,12, Deciduous Forest,Randolph,train
9004259,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9004259.csv,60,11, Sunflower,Adams,train
19603486,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19603486.csv,58,7, Evergreen Forest,Garfield,train
32805781,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32805781.csv,43,12, Deciduous Forest,Harvey,train
29106154,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29106154.csv,82,17, Sorghum,Harvey,train
27601034,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\27601034.csv,40,2, Corn,Harvey,train
20100553,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\20100553.csv,66,7, Evergreen Forest,Garfield,train
1902823,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\1902823.csv,62,4, Spring Wheat,Adams,train
31309382,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31309382.csv,81,13, Dbl Crop WinWht/Soybeans,Harvey,train
11905556,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11905556.csv,35,15, Rice,Coahoma,train
18605870,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\18605870.csv,37,1, Soybeans,Coahoma,train
27902720,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\27902720.csv,46,1, Soybeans,Harvey,train
